sample id;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type
W3011;6.7;0.25;0.31;1.35;0.061;30.5;218.0;0.99388;3.16;0.53;9.5;5;white
W3012;6.6;0.22;0.36;5.5;0.029;30.0;105.0;0.99206;3.2;0.47;11.8;6;white
W3013;6.8;0.25;0.37;3.1;0.026;29.0;93.0;0.99035;3.14;0.45;12.2;6;white
W3014;7.0;0.13;0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6;white
W3015;7.0;0.45;0.34;19.8;0.04;12.0;67.0;0.9976;3.07;0.38;11.0;6;white
W3016;7.2;0.32;0.3;8.25;0.02;14.0;104.0;0.99362;2.99;0.44;11.4;6;white
W3017;7.0;0.13;0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6;white
W3018;5.9;0.34;0.3;3.8;0.035;57.0;135.0;0.99016;3.09;0.34;12.0;6;white
W3019;6.8;0.22;0.31;6.9;0.037;33.0;121.0;0.99176;3.02;0.39;11.9;8;white
W3020;7.2;0.32;0.3;8.25;0.02;14.0;104.0;0.99362;2.99;0.44;11.4;6;white
W3021;8.4;0.32;0.35;11.7;0.029;3.0;46.0;0.99439;3.02;0.34;11.8;6;white
W3022;6.8;0.27;0.29;4.6;0.046;6.0;88.0;0.99458;3.34;0.48;10.6;4;white
W3023;8.0;0.74;0.21;4.0;0.05;24.0;133.0;0.99418;3.06;0.38;9.7;5;white
W3024;7.0;0.45;0.34;19.8;0.04;12.0;67.0;0.9976;3.07;0.38;11.0;6;white
W3025;7.0;0.13;0.37;12.85;0.042;36.0;105.0;0.99581;3.05;0.55;10.7;6;white
W3026;5.4;0.22;0.29;1.2;0.045;69.0;152.0;0.99178;3.76;0.63;11.0;7;white
W3027;8.4;0.22;0.3;8.9;0.024;17.0;118.0;0.99456;2.99;0.34;10.5;6;white
W3028;7.4;0.32;0.22;11.7;0.035;44.0;150.0;0.99578;3.1;0.45;10.4;5;white
W3029;7.5;0.18;0.37;6.2;0.05;21.0;138.0;0.99546;3.2;0.55;10.5;6;white
W3030;7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8;white
W3031;7.1;0.47;0.29;14.8;0.024;22.0;142.0;0.99518;3.12;0.48;12.0;8;white
W3032;5.8;0.19;0.25;10.8;0.042;33.0;124.0;0.99646;3.22;0.41;9.2;6;white
W3033;6.7;0.14;0.46;1.6;0.036;15.0;92.0;0.99264;3.37;0.49;10.9;5;white
W3034;6.8;0.24;0.38;8.3;0.045;50.0;185.0;0.99578;3.15;0.5;9.5;6;white
W3035;6.9;0.25;0.47;8.4;0.042;36.0;156.0;0.99604;3.15;0.55;9.4;6;white
W3036;6.0;0.24;0.33;2.5;0.026;31.0;85.0;0.99014;3.13;0.5;11.3;7;white
W3037;6.8;0.29;0.34;3.5;0.054;26.0;189.0;0.99489;3.42;0.58;10.4;5;white
W3038;6.3;0.33;0.42;17.2;0.037;57.0;170.0;0.99884;3.26;0.57;9.4;6;white
W3039;6.5;0.23;0.45;2.1;0.027;43.0;104.0;0.99054;3.02;0.52;11.3;6;white
W3040;6.3;0.27;0.29;12.2;0.044;59.0;196.0;0.99782;3.14;0.4;8.8;6;white
W3041;6.3;0.2;0.37;11.8;0.045;58.0;130.0;0.99519;3.2;0.35;10.8;5;white
W3042;6.2;0.33;0.41;16.8;0.037;58.0;173.0;0.99882;3.25;0.57;9.4;6;white
W3043;6.3;0.33;0.42;17.2;0.037;57.0;170.0;0.99884;3.26;0.57;9.4;6;white
W3044;7.2;0.21;1.0;1.1;0.154;46.0;114.0;0.9931;2.95;0.43;9.2;6;white
W3045;6.0;0.27;0.3;14.7;0.044;15.0;144.0;0.99666;3.12;0.53;10.3;6;white
W3046;5.7;0.12;0.26;5.5;0.034;21.0;99.0;0.99324;3.09;0.57;9.9;6;white
W3047;6.9;0.24;0.37;6.1;0.027;38.0;112.0;0.99086;3.19;0.34;12.4;6;white
W3048;7.7;0.18;0.53;1.2;0.041;42.0;167.0;0.9908;3.11;0.44;11.9;5;white
W3049;7.1;0.17;0.43;1.3;0.023;33.0;132.0;0.99067;3.11;0.56;11.7;6;white
W3050;7.5;0.33;0.38;8.7;0.126;49.0;199.0;0.99711;2.98;0.57;9.4;5;white
W3051;6.2;0.255;0.24;1.7;0.039;138.5;272.0;0.99452;3.53;0.53;9.6;4;white
W3052;7.5;0.33;0.38;8.7;0.126;49.0;199.0;0.99711;2.98;0.57;9.4;5;white
W3053;5.6;0.2;0.66;10.2;0.043;78.0;175.0;0.9945;2.98;0.43;10.4;7;white
W3054;7.6;0.17;0.36;4.5;0.042;26.0;102.0;0.99427;3.09;0.47;9.5;5;white
W3055;5.8;0.15;0.31;5.9;0.036;7.0;73.0;0.99152;3.2;0.43;11.9;6;white
W3056;6.3;0.25;0.44;1.7;0.024;36.0;116.0;0.98935;3.18;0.4;12.5;6;white
W3057;6.9;0.28;0.41;1.4;0.016;6.0;55.0;0.98876;3.16;0.4;13.4;5;white
W3058;7.2;0.27;0.37;5.4;0.026;27.0;114.0;0.99174;3.13;0.84;12.7;5;white
W3059;6.2;0.25;0.38;7.9;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;5;white
W3060;8.5;0.19;0.48;1.1;0.026;23.0;58.0;0.99184;2.9;0.5;10.5;6;white
W3061;6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;white
W3062;6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;white
W3063;6.8;0.28;0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;8;white
W3064;6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;white
W3065;7.4;0.21;0.8;12.3;0.038;77.0;183.0;0.99778;2.95;0.48;9.0;5;white
W3066;7.0;0.15;0.38;15.3;0.045;54.0;120.0;0.9975;3.18;0.42;9.8;6;white
W3067;7.4;0.21;0.8;12.3;0.038;77.0;183.0;0.99778;2.95;0.48;9.0;5;white
W3068;7.3;0.28;0.42;1.2;0.033;29.0;142.0;0.99205;3.17;0.43;10.7;4;white
W3069;6.1;0.18;0.38;2.3;0.033;28.0;111.0;0.98962;3.16;0.49;12.4;6;white
W3070;7.0;0.53;0.43;6.1;0.029;6.0;76.0;0.99118;3.08;0.5;12.5;8;white
W3071;6.8;0.28;0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;8;white
W3072;6.5;0.36;0.38;10.2;0.028;20.0;82.0;0.99274;3.1;0.43;12.1;7;white
W3073;7.5;0.25;0.47;4.1;0.041;95.0;163.0;0.99184;2.92;0.59;11.3;6;white
W3074;6.7;0.24;0.41;2.9;0.039;48.0;122.0;0.99052;3.25;0.43;12.0;5;white
W3075;6.6;0.25;0.33;8.5;0.042;29.0;141.0;0.99546;3.28;0.6;10.4;5;white
W3076;6.4;0.15;0.4;1.5;0.042;23.0;87.0;0.98972;3.11;0.46;12.2;7;white
W3077;6.3;0.28;0.3;3.1;0.039;24.0;115.0;0.9942;3.05;0.43;8.6;5;white
W3078;6.2;0.25;0.38;7.9;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;5;white
W3079;7.1;0.28;0.35;3.5;0.028;35.0;91.0;0.99022;2.96;0.33;12.1;5;white
W3080;6.6;0.35;0.34;4.9;0.032;9.0;125.0;0.99253;3.32;0.81;12.0;5;white
W3081;8.5;0.19;0.48;1.1;0.026;23.0;58.0;0.99184;2.9;0.5;10.5;6;white
W3082;6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;white
W3083;6.0;0.35;0.51;1.2;0.029;10.0;102.0;0.9903;3.46;0.42;11.9;6;white
W3084;5.8;0.31;0.32;4.5;0.024;28.0;94.0;0.98906;3.25;0.52;13.7;7;white
W3085;6.6;0.17;0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;6;white
W3086;8.5;0.23;0.4;9.9;0.036;24.0;88.0;0.9951;3.02;0.42;10.5;6;white
W3087;5.8;0.31;0.32;4.5;0.024;28.0;94.0;0.98906;3.25;0.52;13.7;7;white
W3088;6.1;0.2;0.34;9.5;0.041;38.0;201.0;0.995;3.14;0.44;10.1;3;white
W3089;6.3;0.37;0.37;1.5;0.024;12.0;76.0;0.98876;2.94;0.39;12.3;6;white
W3090;6.2;0.36;0.38;3.2;0.031;20.0;89.0;0.98956;3.06;0.33;12.0;7;white
W3091;6.6;0.17;0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;6;white
W3092;6.3;0.28;0.47;11.2;0.04;61.0;183.0;0.99592;3.12;0.51;9.5;6;white
W3093;7.6;0.27;0.52;3.2;0.043;28.0;152.0;0.99129;3.02;0.53;11.4;6;white
W3094;7.0;0.25;0.45;2.3;0.045;40.0;118.0;0.99064;3.16;0.48;11.9;7;white
W3095;9.7;0.24;0.49;4.9;0.032;3.0;18.0;0.99368;2.85;0.54;10.0;6;white
W3096;9.7;0.24;0.49;4.9;0.032;3.0;18.0;0.99368;2.85;0.54;10.0;6;white
W3097;6.8;0.13;0.39;1.4;0.034;19.0;102.0;0.99121;3.23;0.6;11.3;7;white
W3098;6.6;0.78;0.5;1.5;0.045;30.0;133.0;0.99104;3.25;0.48;11.7;5;white
W3099;5.1;0.33;0.27;6.7;0.022;44.0;129.0;0.99221;3.36;0.39;11.0;7;white
W3100;6.7;0.34;0.4;2.1;0.033;34.0;111.0;0.98924;2.97;0.48;12.2;7;white
W3101;6.7;0.14;0.51;4.3;0.028;57.0;124.0;0.99176;2.91;0.54;10.7;7;white
W3102;7.0;0.26;0.34;10.9;0.038;25.0;84.0;0.99432;3.11;0.34;10.9;6;white
W3103;6.5;0.29;0.26;7.0;0.04;18.0;113.0;0.99366;3.17;0.38;10.2;6;white
W3104;7.0;0.25;0.45;2.3;0.045;40.0;118.0;0.99064;3.16;0.48;11.9;7;white
W3105;7.6;0.21;0.49;2.5;0.047;20.0;130.0;0.99178;3.15;0.48;11.1;5;white
W3106;7.7;0.26;0.51;2.6;0.045;26.0;159.0;0.99126;3.0;0.5;11.2;6;white
W3107;7.6;0.27;0.52;3.2;0.043;28.0;152.0;0.99129;3.02;0.53;11.4;6;white
W3108;7.7;0.25;0.49;2.5;0.047;31.0;169.0;0.99252;3.07;0.57;10.6;6;white
W3109;7.6;0.35;0.46;14.7;0.047;33.0;151.0;0.99709;3.03;0.53;10.3;5;white
W3110;6.9;0.3;0.36;4.5;0.054;31.0;203.0;0.99513;3.4;0.57;10.4;4;white
W3111;6.7;0.24;0.46;2.2;0.033;19.0;111.0;0.99045;3.1;0.62;11.9;6;white
W3112;6.5;0.23;0.39;1.9;0.036;41.0;98.0;0.99;3.19;0.43;11.9;7;white
W3113;7.6;0.23;0.34;1.6;0.043;24.0;129.0;0.99305;3.12;0.7;10.4;5;white
W3114;6.5;0.24;0.39;17.3;0.052;22.0;126.0;0.99888;3.11;0.47;9.2;6;white
W3115;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6;white
W3116;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6;white
W3117;6.7;0.21;0.37;2.5;0.034;35.0;89.0;0.9913;3.25;0.5;11.0;7;white
W3118;6.5;0.23;0.39;1.9;0.036;41.0;98.0;0.99;3.19;0.43;11.9;7;white
W3119;5.9;0.28;0.39;1.4;0.031;47.0;147.0;0.98836;3.08;0.64;12.9;7;white
W3120;5.9;0.19;0.37;0.8;0.027;3.0;21.0;0.9897;3.09;0.31;10.8;5;white
W3121;6.2;0.25;0.42;8.0;0.049;53.0;206.0;0.99586;3.16;0.47;9.1;6;white
W3122;7.6;0.23;0.34;1.6;0.043;24.0;129.0;0.99305;3.12;0.7;10.4;5;white
W3123;5.6;0.18;0.27;1.7;0.03;31.0;103.0;0.98892;3.35;0.37;12.9;6;white
W3124;5.5;0.18;0.22;5.5;0.037;10.0;86.0;0.99156;3.46;0.44;12.2;5;white
W3125;6.5;0.24;0.39;17.3;0.052;22.0;126.0;0.99888;3.11;0.47;9.2;6;white
W3126;7.4;0.23;0.38;8.6;0.052;41.0;150.0;0.99534;3.06;0.46;10.3;5;white
W3127;7.2;0.17;0.37;6.9;0.059;47.0;128.0;0.99322;3.08;0.46;11.0;7;white
W3128;7.6;0.3;0.38;2.1;0.043;10.0;98.0;0.99296;3.17;0.65;11.0;5;white
W3129;5.0;0.24;0.21;2.2;0.039;31.0;100.0;0.99098;3.69;0.62;11.7;6;white
W3130;6.1;0.21;0.38;1.5;0.039;37.0;122.0;0.98972;3.2;0.43;12.0;6;white
W3131;6.5;0.33;0.38;2.5;0.047;30.0;148.0;0.98964;3.17;0.43;12.7;6;white
W3132;6.3;0.35;0.26;17.6;0.061;59.0;198.0;0.99918;3.11;0.49;8.8;5;white
W3133;6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6;white
W3134;6.6;0.25;0.35;2.9;0.034;38.0;121.0;0.99008;3.19;0.4;12.8;6;white
W3135;6.5;0.16;0.33;4.8;0.043;45.0;114.0;0.992;3.18;0.44;11.2;6;white
W3136;6.6;0.39;0.39;11.9;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6;white
W3137;5.6;0.19;0.27;0.9;0.04;52.0;103.0;0.99026;3.5;0.39;11.2;5;white
W3138;6.2;0.25;0.39;1.3;0.051;42.0;135.0;0.9906;3.23;0.4;11.1;6;white
W3139;6.9;0.22;0.43;6.4;0.042;34.0;115.0;0.99293;3.05;0.51;10.8;6;white
W3140;6.2;0.19;0.29;4.3;0.045;33.0;126.0;0.99658;3.18;0.42;9.3;6;white
W3141;6.6;0.39;0.39;11.9;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6;white
W3142;5.9;0.33;0.32;8.1;0.038;9.0;34.0;0.9911;3.22;0.36;12.7;7;white
W3143;7.8;0.17;0.5;1.3;0.045;35.0;140.0;0.9904;3.16;0.4;12.0;6;white
W3144;5.5;0.19;0.27;0.9;0.04;52.0;103.0;0.99026;3.5;0.39;11.2;5;white
W3145;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;white
W3146;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;white
W3147;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;white
W3148;7.2;0.32;0.4;8.7;0.038;45.0;154.0;0.99568;3.2;0.47;10.4;6;white
W3149;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;white
W3150;7.2;0.32;0.4;8.7;0.038;45.0;154.0;0.99568;3.2;0.47;10.4;6;white
W3151;5.8;0.39;0.47;7.5;0.027;12.0;88.0;0.9907;3.38;0.45;14.0;6;white
W3152;6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;white
W3153;7.6;0.25;1.23;4.6;0.035;51.0;294.0;0.99018;3.03;0.43;13.1;6;white
W3154;5.8;0.29;0.33;3.7;0.029;30.0;88.0;0.98994;3.25;0.42;12.3;6;white
W3155;7.2;0.4;0.38;2.2;0.03;40.0;109.0;0.99075;3.27;0.46;12.6;6;white
W3156;6.8;0.39;0.34;7.4;0.02;38.0;133.0;0.99212;3.18;0.44;12.0;7;white
W3157;6.1;0.17;0.42;15.1;0.033;28.0;124.0;0.99684;2.87;0.47;9.5;5;white
W3158;6.8;0.39;0.34;7.4;0.02;38.0;133.0;0.99212;3.18;0.44;12.0;7;white
W3159;7.1;0.36;0.37;4.8;0.019;39.0;114.0;0.99036;3.08;0.49;12.7;7;white
W3160;6.9;0.19;0.32;7.9;0.042;30.0;130.0;0.99456;3.4;0.39;10.5;6;white
W3161;6.5;0.34;0.46;1.0;0.023;6.0;80.0;0.98865;3.15;0.54;12.9;6;white
W3162;6.1;0.17;0.42;15.1;0.033;28.0;124.0;0.99684;2.87;0.47;9.5;5;white
W3163;6.8;0.39;0.34;7.4;0.02;38.0;133.0;0.99212;3.18;0.44;12.0;7;white
W3164;7.1;0.36;0.37;4.8;0.019;39.0;114.0;0.99036;3.08;0.49;12.7;7;white
W3165;7.8;0.3;0.36;4.6;0.024;20.0;198.0;0.99222;3.06;0.66;11.9;6;white
W3166;6.1;0.68;0.52;1.4;0.037;32.0;123.0;0.99022;3.24;0.45;12.0;6;white
W3167;5.2;0.34;0.37;6.2;0.031;42.0;133.0;0.99076;3.25;0.41;12.5;6;white
W3168;5.6;0.28;0.4;6.1;0.034;36.0;118.0;0.99144;3.21;0.43;12.1;7;white
W3169;6.2;0.19;0.38;5.1;0.019;22.0;82.0;0.98961;3.05;0.36;12.5;6;white
W3170;5.7;0.16;0.26;6.3;0.043;28.0;113.0;0.9936;3.06;0.58;9.9;6;white
W3171;7.6;0.17;0.46;0.9;0.036;63.0;147.0;0.99126;3.02;0.41;10.7;6;white
W3172;7.3;0.2;0.39;2.3;0.048;24.0;87.0;0.99044;2.94;0.35;12.0;6;white
W3173;6.7;0.33;0.36;6.6;0.042;34.0;116.0;0.99123;2.97;0.31;12.2;8;white
W3174;6.7;0.33;0.34;7.5;0.036;39.0;124.0;0.99123;2.99;0.32;12.4;8;white
W3175;6.9;0.36;0.35;8.6;0.038;37.0;125.0;0.9916;3.0;0.32;12.4;8;white
W3176;7.8;0.21;0.34;11.9;0.039;55.0;140.0;0.9959;3.02;0.31;10.3;6;white
W3177;7.3;0.2;0.39;2.3;0.048;24.0;87.0;0.99044;2.94;0.35;12.0;6;white
W3178;5.6;0.41;0.22;7.1;0.05;44.0;154.0;0.9931;3.3;0.4;10.5;5;white
W3179;7.6;0.15;0.35;4.3;0.051;23.0;98.0;0.99422;3.1;0.44;9.5;6;white
W3180;8.5;0.2;0.4;1.1;0.046;31.0;106.0;0.99194;3.0;0.35;10.5;4;white
W3181;6.5;0.24;0.38;1.0;0.027;31.0;90.0;0.98926;3.24;0.36;12.3;6;white
W3182;8.3;0.16;0.37;7.9;0.025;38.0;107.0;0.99306;2.93;0.37;11.9;6;white
W3183;5.5;0.12;0.33;1.0;0.038;23.0;131.0;0.99164;3.25;0.45;9.8;5;white
W3184;6.5;0.24;0.38;1.0;0.027;31.0;90.0;0.98926;3.24;0.36;12.3;6;white
W3185;6.2;0.1;0.41;1.0;0.04;17.0;76.0;0.98988;3.14;0.56;11.4;7;white
W3186;6.5;0.21;0.4;7.3;0.041;49.0;115.0;0.99268;3.21;0.43;11.0;6;white
W3187;8.7;0.3;0.59;1.7;0.046;10.0;70.0;0.99373;3.06;0.56;10.8;4;white
W3188;6.7;0.18;0.37;1.3;0.027;42.0;125.0;0.98939;3.24;0.37;12.8;7;white
W3189;7.0;0.17;0.36;6.4;0.055;42.0;123.0;0.99318;3.11;0.5;11.0;8;white
W3190;6.6;0.19;0.33;1.8;0.035;42.0;148.0;0.99196;3.15;0.36;10.2;5;white
W3191;5.8;0.28;0.3;1.5;0.026;31.0;114.0;0.98952;3.32;0.6;12.5;7;white
W3192;7.6;0.24;0.44;3.8;0.037;49.0;146.0;0.9911;3.06;0.37;11.6;6;white
W3193;8.3;0.16;0.37;7.9;0.025;38.0;107.0;0.99306;2.93;0.37;11.9;6;white
W3194;5.5;0.12;0.33;1.0;0.038;23.0;131.0;0.99164;3.25;0.45;9.8;5;white
W3195;5.7;0.16;0.32;1.2;0.036;7.0;89.0;0.99111;3.26;0.48;11.0;5;white
W3196;7.0;0.21;0.42;5.3;0.037;36.0;123.0;0.99321;3.14;0.52;10.9;6;white
W3197;6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7;white
W3198;7.9;0.34;0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6;white
W3199;6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7;white
W3200;6.8;0.21;0.4;6.3;0.032;40.0;121.0;0.99214;3.18;0.53;12.0;7;white
W3201;5.2;0.31;0.36;5.1;0.031;46.0;145.0;0.9897;3.14;0.31;12.4;7;white
W3202;7.9;0.34;0.44;6.5;0.027;47.0;126.0;0.99124;2.96;0.37;12.5;6;white
W3203;5.6;0.42;0.34;2.4;0.022;34.0;97.0;0.98915;3.22;0.38;12.8;7;white
W3204;6.4;0.22;0.38;9.1;0.044;35.0;127.0;0.99326;2.97;0.3;11.0;7;white
W3205;6.8;0.28;0.34;7.5;0.035;34.0;177.0;0.99692;3.33;0.43;9.1;5;white
W3206;6.8;0.45;0.36;5.0;0.033;28.0;156.0;0.991;3.11;0.4;12.4;7;white
W3207;6.6;0.29;0.39;6.75;0.031;22.0;98.0;0.9913;3.15;0.8;12.9;7;white
W3208;6.8;0.21;0.42;1.2;0.045;24.0;126.0;0.99234;3.09;0.87;10.9;6;white
W3209;6.8;0.25;0.24;1.6;0.045;39.0;164.0;0.99402;3.53;0.58;10.8;5;white
W3210;6.4;0.21;0.34;16.05;0.04;56.0;142.0;0.99678;3.11;0.38;10.6;5;white
W3211;5.8;0.33;0.23;5.0;0.053;29.0;106.0;0.99458;3.13;0.52;9.0;5;white
W3212;8.2;0.3;0.44;12.4;0.043;52.0;154.0;0.99452;3.04;0.33;12.0;6;white
W3213;6.4;0.24;0.32;0.95;0.041;23.0;131.0;0.99033;3.25;0.35;11.8;5;white
W3214;7.5;0.18;0.45;4.6;0.041;67.0;158.0;0.9927;3.01;0.38;10.6;6;white
W3215;5.2;0.335;0.2;1.7;0.033;17.0;74.0;0.99002;3.34;0.48;12.3;6;white
W3216;7.1;0.14;0.33;1.0;0.104;20.0;54.0;0.99057;3.19;0.64;11.5;6;white
W3217;7.2;0.13;0.46;1.3;0.044;48.0;111.0;0.99127;2.97;0.45;11.1;5;white
W3218;5.8;0.33;0.23;5.0;0.053;29.0;106.0;0.99458;3.13;0.52;9.0;5;white
W3219;6.5;0.29;0.25;2.5;0.142;8.0;111.0;0.9927;3.0;0.44;9.9;4;white
W3220;6.2;0.35;0.31;2.6;0.036;37.0;92.0;0.98938;3.27;0.53;12.8;7;white
W3221;9.0;0.38;0.53;2.1;0.102;19.0;76.0;0.99001;2.93;0.57;12.9;5;white
W3222;6.6;0.24;0.38;12.75;0.034;8.0;74.0;0.99386;3.1;0.57;12.9;6;white
W3223;6.6;0.16;0.34;1.1;0.037;41.0;115.0;0.9899;3.01;0.68;12.0;6;white
W3224;8.2;0.3;0.44;12.4;0.043;52.0;154.0;0.99452;3.04;0.33;12.0;6;white
W3225;5.7;0.15;0.28;3.7;0.045;57.0;151.0;0.9913;3.22;0.27;11.2;6;white
W3226;6.6;0.33;0.4;2.65;0.041;35.0;86.0;0.98916;3.11;0.39;13.3;7;white
W3227;5.7;0.2;0.3;2.5;0.046;38.0;125.0;0.99276;3.34;0.5;9.9;6;white
W3228;6.8;0.27;0.37;8.2;0.055;52.0;192.0;0.99586;3.11;0.52;9.5;6;white
W3229;6.8;0.27;0.42;7.3;0.054;58.0;200.0;0.99556;3.12;0.49;9.4;6;white
W3230;6.2;0.2;0.26;1.1;0.047;42.0;119.0;0.99158;3.48;0.6;11.0;7;white
W3231;6.7;0.13;0.57;6.6;0.056;60.0;150.0;0.99548;2.96;0.43;9.4;6;white
W3232;6.8;0.21;0.37;7.0;0.038;27.0;107.0;0.99206;2.98;0.82;11.5;6;white
W3233;6.7;0.31;0.32;14.5;0.038;6.0;79.0;0.99412;3.14;0.34;12.5;5;white
W3234;6.2;0.2;0.29;11.8;0.035;21.0;93.0;0.99364;3.18;0.34;11.9;6;white
W3235;6.6;0.25;0.34;3.0;0.054;22.0;141.0;0.99338;3.26;0.47;10.4;6;white
W3236;5.7;0.15;0.28;3.7;0.045;57.0;151.0;0.9913;3.22;0.27;11.2;6;white
W3237;6.9;0.22;0.39;6.0;0.035;44.0;141.0;0.99123;3.11;0.33;12.5;6;white
W3238;6.4;0.23;0.35;4.6;0.039;43.0;147.0;0.99216;3.18;0.4;11.0;7;white
W3239;7.6;0.27;0.29;2.5;0.059;37.0;115.0;0.99328;3.09;0.37;9.8;5;white
W3240;6.6;0.34;0.24;3.3;0.034;29.0;99.0;0.99031;3.1;0.4;12.3;7;white
W3241;6.4;0.16;0.42;1.0;0.036;29.0;113.0;0.9908;3.18;0.52;11.0;6;white
W3242;5.8;0.3;0.42;1.1;0.036;19.0;113.0;0.98871;3.1;0.46;12.6;7;white
W3243;7.0;0.29;0.35;1.4;0.036;42.0;109.0;0.99119;3.31;0.62;11.6;6;white
W3244;6.6;0.34;0.24;3.3;0.034;29.0;99.0;0.99031;3.1;0.4;12.3;7;white
W3245;6.7;0.21;0.36;8.55;0.02;20.0;86.0;0.99146;3.19;0.22;13.4;7;white
W3246;7.6;0.27;0.29;2.5;0.059;37.0;115.0;0.99328;3.09;0.37;9.8;5;white
W3247;6.8;0.22;0.41;6.7;0.034;39.0;116.0;0.99245;3.18;0.46;11.5;6;white
W3248;7.7;0.27;0.49;3.8;0.037;46.0;139.0;0.99116;3.04;0.38;11.6;6;white
W3249;6.4;0.25;0.37;4.5;0.039;41.0;147.0;0.9921;3.18;0.4;11.1;7;white
W3250;6.4;0.23;0.35;4.6;0.039;43.0;147.0;0.99216;3.18;0.4;11.0;7;white
W3251;6.7;0.13;0.45;4.2;0.043;52.0;131.0;0.99162;3.06;0.54;11.3;6;white
W3252;6.7;0.24;0.37;11.3;0.043;64.0;173.0;0.99632;3.08;0.53;9.9;6;white
W3253;7.1;0.26;0.37;5.5;0.025;31.0;105.0;0.99082;3.06;0.33;12.6;8;white
W3254;5.3;0.3;0.16;4.2;0.029;37.0;100.0;0.9905;3.3;0.36;11.8;8;white
W3255;7.1;0.38;0.4;2.2;0.042;54.0;201.0;0.99177;3.03;0.5;11.4;5;white
W3256;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3257;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3258;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3259;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3260;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3261;7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;white
W3262;6.3;0.32;0.32;1.5;0.03;24.0;101.0;0.98923;3.21;0.42;13.0;5;white
W3263;7.6;0.19;0.32;18.75;0.047;32.0;193.0;1.00014;3.1;0.5;9.3;7;white
W3264;6.5;0.26;0.31;3.6;0.03;36.0;92.0;0.99026;3.22;0.62;12.6;8;white
W3265;5.9;0.24;0.12;1.4;0.035;60.0;247.0;0.99358;3.34;0.44;9.6;6;white
W3266;4.2;0.215;0.23;5.1;0.041;64.0;157.0;0.99688;3.42;0.44;8.0;3;white
W3267;8.1;0.24;0.32;10.5;0.03;34.0;105.0;0.99407;3.11;0.42;11.8;6;white
W3268;5.8;0.23;0.2;2.0;0.043;39.0;154.0;0.99226;3.21;0.39;10.2;6;white
W3269;7.5;0.33;0.36;2.6;0.051;26.0;126.0;0.99097;3.32;0.53;12.7;6;white
W3270;6.6;0.38;0.36;9.2;0.061;42.0;214.0;0.9976;3.31;0.56;9.4;5;white
W3271;6.4;0.15;0.29;1.8;0.044;21.0;115.0;0.99166;3.1;0.38;10.2;5;white
W3272;6.5;0.32;0.34;5.7;0.044;27.0;91.0;0.99184;3.28;0.6;12.0;7;white
